,ddG
5649,1.94
5650,3.83
5651,3.31
5652,3.05
5653,3.21
5654,3.18
5655,2.65
5656,0.72
5657,1.97
5658,0.38
5659,1.72
5660,3.31
5661,0.41
5662,0.07
5663,1.05
5664,0.15
5665,2.27
5666,3.83
5667,1.81
5668,4.53
5669,1.71
5670,2.62
5671,0.73
5672,2.2
5673,3.07
5674,2.04
5675,2.88
5676,1.95
5677,3.36
5678,0.33
5679,0.9
5680,1.3
5681,0.1
5682,1.33
5683,0.1
5684,2.08
5685,2.22
5686,3.01
5687,0.55
5688,1.89
5689,1.24
5690,1.06
5691,-0.56
5692,1.71
5693,1.07
5694,-0.58
5695,2.27
5696,0.7
5697,2.39
5698,2.62
5699,3.04
5700,2.18
5701,2.26
5702,1.78
5703,2.56
5704,1.99
5705,-2.72
5706,-2.35
5707,0.9
5708,0.5
5709,1.0
5710,0.4
5711,0.6
5712,1.9
5713,2.0
5714,0.8
5715,0.6
5716,0.3
5717,0.1
5718,1.8
5719,0.4
5720,0.1
5721,1.8
5722,2.3
5723,1.6
5724,0.6
5725,1.5
5726,-0.1
5727,0.1
5728,0.2
5729,1.4
5730,0.1
5731,0.2
5732,0.3
5733,0.3
5734,0.1
5735,0.8
5736,1.5
5737,-0.2
5738,-0.2
5739,-0.4
5740,-0.5
5741,1.8
5742,0.0
5743,0.6
5744,-0.1
5745,0.8
5746,1.2
5747,1.6
5748,1.3
5749,1.2
5750,1.5
5751,1.5
5752,0.3
5753,2.3
5754,0.2
5755,1.18
5756,2.49
5757,1.56
5758,1.98
5759,0.65
5760,0.18
5761,4.86
5762,0.11
5763,3.33
5764,0.72
5765,4.11
5766,1.28
5767,0.67
5768,0.33
5769,0.69
5770,0.4
5771,0.99
5772,2.88
5773,1.81
5774,-0.13
5775,1.17
5776,1.37
5777,2.85
5778,0.91
5779,3.17
5780,1.97
5781,4.23
5782,0.54
5783,2.74
5784,1.49
5785,2.14
5786,1.11
5787,-0.13
5788,0.22
5789,1.9
5790,-0.81
5791,0.21
5792,-0.07
5793,0.1
5794,0.6
5795,-0.6
5796,-0.51
5797,-0.1
5798,0.11
5799,0.42
5800,0.0
5801,1.3
5802,0.7
5803,0.57
5804,3.16
5805,1.55
5806,1.7
5807,0.35
5808,1.66
5809,1.75
5810,1.19
5811,0.1
5812,0.17
5813,3.11
5814,0.58
5815,0.73
5816,0.44
5817,-0.03
5818,2.02
5819,1.09
5820,2.07
5821,-0.21
5822,1.8
5823,1.85
5824,0.8
5825,-1.43
5826,0.26
5827,-0.14
5828,-0.24
5829,0.53
5830,-0.05
5831,-0.36
5832,1.36
5833,0.05
5834,-0.57
5835,1.29
5836,0.26
5837,0.74
5838,0.77
5839,0.41
5840,0.5
5841,0.91
5842,-0.43
5843,1.2
5844,-0.12
5845,1.1
5846,0.29
5847,0.5
5848,-0.07
5849,0.07
5850,-0.33
5851,0.26
5852,-0.19
5853,0.77
5854,0.31
5855,0.8
5856,-2.4
5857,-1.7
5858,1.1
5859,2.7
5860,0.9
5861,1.7
5862,1.7
5863,0.3
5864,0.3
5865,2.7
5866,3.2
5867,1.8
5868,1.1
5869,1.3
5870,1.0
5871,-0.9
5872,2.13
5873,0.3
5874,2.25
5875,2.0
5876,0.98
5877,2.1
5878,1.05
5879,0.79
5880,1.72
5881,0.19
5882,2.13
5883,-0.07
5884,0.93
5885,0.65
5886,-2.66
5887,0.6
5888,0.19
5889,-1.39
5890,-0.43
5891,0.96
5892,0.41
5893,0.93
5894,1.15
5895,0.24
5896,2.44
5897,0.6
5898,1.17
5899,2.39
5900,0.26
5901,1.2
5902,2.6
5903,2.6
5904,1.1
5905,0.7
5906,0.4
5907,-0.5
5908,2.3
5909,3.8
5910,-1.3
5911,0.33
5912,0.95
5913,-0.3
5914,1.85
5915,1.24
5916,3.67
5917,3.98
5918,2.56
5919,3.67
5920,2.43
5921,3.82
5922,1.22
5923,0.0
5924,3.67
5925,2.84
5926,3.26
5927,0.31
5928,2.4
5929,2.73
5930,0.76
5931,3.82
5932,2.68
5933,-1.49
5934,-0.6
5935,-0.5
5936,-0.5
5937,-0.05
5938,-0.75
5939,0.65
5940,1.19
5941,0.13
5942,0.0
5943,-0.41
5944,0.82
5945,0.1
5946,1.1
5947,2.1
5948,-1.1
5949,2.5
5950,3.3
5951,1.2
5952,3.3
5953,0.6
5954,2.4
5955,1.1
5956,1.9
5957,0.1
5958,0.7
5959,1.1
5960,1.1
5961,0.2
5962,2.9
5963,0.6
5964,5.2
5965,3.3
5966,3.1
5967,0.4
5968,3.3
5969,1.6
5970,2.7
5971,1.9
5972,1.9
5973,2.1
5974,1.3
5975,0.4
5976,4.7
5977,1.7
5978,4.5
5979,0.6
5980,0.9
5981,0.0
5982,-0.4
5983,-0.1
5984,0.1
5985,0.5
5986,0.9
5987,2.7
5988,2.2
5989,3.8
5990,1.7
5991,0.4
5992,1.7
5993,1.8
5994,0.2
5995,-0.3
5996,0.8
5997,1.2
5998,1.0
5999,1.1
6000,1.2
6001,0.2
6002,1.2
6003,1.8
6004,1.8
6005,0.9
6006,1.3
6007,1.0
6008,2.8
6009,2.8
6010,2.5
6011,1.5
6012,-0.4
6013,-0.14
6014,-2.5
6015,1.1
6016,-0.9
6017,1.9
6018,2.45
6019,0.0
6020,0.6
6021,-0.6
6022,-0.8
6023,0.78
6024,-0.31
6025,-0.38
6026,4.12
6027,4.2
6028,0.93
6029,1.34
6030,3.24
6031,3.95
6032,2.2
6033,1.72
6034,1.19
6035,2.93
6036,3.6
6037,0.13
6038,1.08
6039,0.66
6040,-0.46
6041,0.37
6042,0.71
6043,0.15
6044,0.14
6045,0.67
6046,-0.89
6047,1.82
6048,-0.33
6049,0.26
6050,0.81
6051,-0.07
6052,-1.72
6053,-1.82
6054,-0.46
6055,-1.77
6056,1.25
6057,4.04
6058,2.13
6059,4.42
6060,3.97
6061,2.92
6062,5.26
6063,2.61
6064,4.54
6065,2.87
6066,2.26
6067,4.1
6068,1.2
6069,0.5
6070,-0.8
6071,4.3
6072,2.6
6073,-0.26
6074,2.25
6075,0.4
6076,0.8
6077,0.8
6078,2.6
6079,0.7
6080,0.2
6081,0.7
6082,0.5
6083,2.3
6084,4.2
6085,3.4
6086,1.7
6087,-0.89
6088,-0.37
6089,-0.27
6090,2.03
6091,0.0
6092,2.05
6093,-0.62
6094,-0.81
6095,0.2
6096,-2.85
6097,0.6
6098,-0.9
6099,-0.6
6100,-1.2
6101,-1.5
6102,-0.1
6103,-0.8
6104,1.54
6105,1.28
6106,1.16
6107,-0.55
6108,2.7
6109,0.51
6110,0.55
6111,1.33
6112,2.29
6113,2.3
6114,1.5
6115,0.57
6116,-0.63
6117,-1.04
6118,2.41
6119,1.7
6120,1.6
6121,0.9
6122,1.26
6123,-0.39
6124,-0.1
6125,-0.13
6126,-0.7
6127,-0.73
6128,-1.67
6129,-2.19
6130,2.09
6131,0.1
6132,0.33
6133,-1.1
6134,-0.81
6135,-0.02
6136,1.0
6137,0.02
6138,4.6
6139,-0.07
6140,-0.05
6141,1.7
6142,3.7
6143,1.0
6144,3.73
6145,1.7
6146,0.8
6147,0.53
6148,1.29
6149,0.62
6150,0.55
6151,-0.14
6152,1.39
6153,1.77
6154,0.4
6155,1.79
6156,0.29
6157,0.86
6158,-0.45
6159,0.12
6160,0.36
6161,0.14
6162,0.53
6163,0.93
6164,0.98
6165,2.54
6166,0.41
6167,3.71
6168,4.09
6169,0.1
6170,1.77
6171,6.67
6172,1.34
6173,1.32
6174,0.81
6175,3.83
6176,0.0
6177,1.29
6178,3.59
6179,2.22
6180,0.93
6181,3.78
6182,2.7
6183,0.35
6184,0.6
6185,0.12
6186,3.73
6187,-0.19
6188,-0.05
6189,0.0
6190,1.2
6191,-0.91
6192,-2.06
6193,-1.32
6194,-1.15
6195,-0.43
6196,-0.53
6197,0.57
6198,1.65
6199,0.29
6200,-0.07
6201,-0.17
6202,0.05
6203,-0.48
6204,-0.86
6205,-0.07
6206,-0.53
6207,-0.07
6208,-2.4
6209,-0.89
6210,0.14
6211,1.75
6212,1.6
6213,1.12
6214,1.51
6215,1.44
6216,0.86
6217,2.3
6218,-1.1
6219,0.05
6220,0.31
6221,1.34
6222,0.38
6223,1.41
6224,0.36
6225,0.43
6226,0.43
6227,0.29
6228,0.22
6229,-0.45
6230,-0.19
6231,-0.65
6232,0.33
6233,0.07
6234,0.38
6235,0.24
6236,1.0
6237,0.67
6238,0.89
6239,0.5
6240,0.36
6241,2.8
6242,0.5
6243,2.5
6244,2.49
6245,0.19
6246,2.32
6247,-0.07
6248,0.96
6249,0.24
6250,2.32
6251,-0.7
6252,-0.48
6253,0.6
6254,-0.5
6255,2.6
6256,2.1
6257,0.7
6258,1.5
6259,1.0
6260,0.0
6261,1.0
6262,1.54
6263,0.31
6264,1.16
6265,0.66
6266,1.03
6267,0.2
6268,-0.7
6269,-0.15
6270,-0.3
6271,0.2
6272,0.09
6273,0.89
6274,0.8
6275,0.74
6276,2.7
6277,-1.2
6278,1.72
6279,1.79
6280,-0.2
6281,1.22
6282,4.53
6283,0.7
6284,1.3
6285,0.0
6286,2.3
6287,5.1
6288,0.0
6289,2.6
6290,2.9
6291,5.0
6292,5.11
6293,4.67
6294,2.22
6295,-0.91
6296,1.0
6297,-1.39
6298,3.92
6299,-1.65
6300,2.15
6301,-0.96
6302,2.13
6303,1.46
6304,0.6
6305,-1.51
6306,-1.32
6307,3.32
6308,1.96
6309,1.58
6310,0.86
6311,1.32
6312,0.79
6313,0.14
6314,2.82
6315,3.4
6316,3.3
6317,2.92
6318,0.26
6319,2.56
6320,1.27
6321,0.43
6322,0.05
6323,1.63
6324,4.9
6325,1.89
6326,3.01
6327,5.38
6328,3.73
6329,2.12
6330,1.69
6331,0.64
6332,-1.79
6333,1.08
6334,2.15
6335,1.65
6336,0.58
6337,1.73
6338,1.11
6339,1.91
6340,1.86
6341,1.77
6342,2.03
6343,1.43
6344,2.85
6345,3.48
6346,-0.12
6347,1.47
6348,0.2
6349,0.95
6350,0.88
6351,1.94
6352,0.44
6353,-0.04
6354,-0.59
6355,0.83
6356,0.2
6357,-0.56
6358,-0.48
6359,-0.22
6360,-0.51
6361,0.19
6362,-0.8
6363,-0.59
6364,-0.16
6365,-0.32
6366,-0.38
6367,-0.38
6368,-0.27
6369,-0.67
6370,-0.62
6371,-0.15
6372,0.39
6373,-0.55
6374,-0.78
6375,-0.27
6376,-0.41
6377,0.24
6378,-0.05
6379,-0.54
6380,-0.22
6381,-0.23
6382,-0.19
6383,-0.44
6384,4.0
6385,4.0
6386,4.0
6387,4.0
6388,4.0
6389,4.0
6390,4.0
6391,4.0
6392,4.0
6393,4.0
6394,4.0
6395,4.0
6396,4.0
6397,2.33
6398,4.0
6399,2.41
6400,4.0
6401,4.0
6402,2.6
6403,1.85
6404,1.46
6405,3.19
6406,0.67
6407,2.81
6408,-0.11
6409,0.45
6410,1.46
6411,4.0
6412,2.33
6413,2.93
6414,0.53
6415,0.38
6416,-0.02
6417,2.0
6418,-0.35
6419,-0.46
6420,0.0
6421,0.12
6422,0.08
6423,-0.07
6424,-0.5
6425,-0.51
6426,0.04
6427,-0.13
6428,-0.54
6429,-0.12
6430,-0.29
6431,-0.16
6432,-0.33
6433,-0.41
6434,1.08
6435,0.82
6436,1.08
6437,1.03
6438,0.99
6439,2.21
6440,1.22
6441,1.18
6442,1.35
6443,-0.21
6444,2.93
6445,1.21
6446,1.47
6447,-0.62
6448,0.44
6449,1.43
6450,1.17
6451,-0.4
6452,-1.05
6453,0.06
6454,0.95
6455,0.09
6456,-0.28
6457,-0.2
6458,-0.29
6459,-0.5
6460,-0.49
6461,-0.41
6462,-0.41
6463,-0.46
6464,0.2
6465,-0.3
6466,-0.43
6467,-0.12
6468,-0.5
6469,-0.82
6470,0.16
6471,4.0
6472,-0.59
6473,-0.55
6474,-0.17
6475,-0.46
6476,-0.67
6477,1.72
6478,-0.72
6479,-0.55
6480,-0.56
6481,-0.57
6482,-0.59
6483,-0.84
6484,1.36
6485,0.05
6486,0.52
6487,2.67
6488,0.84
6489,0.57
6490,0.61
6491,0.53
6492,0.84
6493,-0.47
6494,4.0
6495,0.38
6496,1.72
6497,0.2
6498,0.8
6499,0.51
6500,1.31
6501,-0.36
6502,-0.69
6503,-0.58
6504,-0.25
6505,0.17
6506,-0.74
6507,-0.33
6508,0.33
6509,0.75
6510,-0.35
6511,-0.9
6512,-0.58
6513,-0.18
6514,-0.46
6515,0.07
6516,0.01
6517,-0.35
6518,-0.42
6519,0.19
6520,-0.57
6521,0.22
6522,0.25
6523,-0.6
6524,-0.13
6525,-0.16
6526,-0.72
6527,-0.16
6528,1.98
6529,-0.87
6530,-0.28
6531,-0.17
6532,-0.01
6533,-0.92
6534,-0.66
6535,-0.05
6536,-0.2
6537,-0.84
6538,1.47
6539,-0.02
6540,-0.93
6541,-0.42
6542,-0.37
6543,-0.19
6544,-0.64
6545,0.78
6546,-0.52
6547,-0.72
6548,-0.11
6549,-0.65
6550,0.09
6551,-0.77
6552,-0.41
6553,0.72
6554,-1.92
6555,-0.01
6556,4.0
6557,-0.1
6558,-0.83
6559,-1.82
6560,-0.93
6561,1.64
6562,4.0
6563,-0.44
6564,-0.44
6565,0.36
6566,1.04
6567,0.91
6568,-0.26
6569,-0.68
6570,-0.61
6571,-0.63
6572,0.88
6573,-0.03
6574,-1.19
6575,-0.65
6576,-0.61
6577,-0.42
6578,-0.25
6579,1.26
6580,-0.71
6581,-0.55
6582,-0.01
6583,-0.13
6584,-0.28
6585,-0.69
6586,0.18
6587,0.1
6588,-1.03
6589,0.32
6590,1.06
6591,-0.02
6592,1.04
6593,0.14
6594,0.29
6595,-0.13
6596,0.66
6597,-0.21
6598,1.34
6599,0.17
6600,0.2
6601,0.25
6602,-0.68
6603,3.04
6604,0.5
6605,4.0
6606,4.0
6607,4.0
6608,4.0
6609,4.0
6610,0.48
6611,1.66
6612,4.0
6613,4.0
6614,4.0
6615,0.28
6616,4.0
6617,4.0
6618,2.53
6619,-0.91
6620,4.0
6621,4.0
6622,4.0
6623,4.0
6624,2.66
6625,0.24
6626,4.0
6627,2.53
6628,2.71
6629,4.0
6630,1.72
6631,4.0
6632,4.0
6633,4.0
6634,4.0
6635,2.99
6636,0.34
6637,-0.51
6638,-0.1
6639,-0.53
6640,-0.67
6641,-0.08
6642,-0.81
6643,-0.72
6644,-1.25
6645,-0.94
6646,-0.03
6647,0.88
6648,-0.52
6649,-0.87
6650,-0.51
6651,-0.39
6652,-0.52
6653,-0.24
6654,0.29
6655,-0.05
6656,0.13
6657,0.2
6658,-0.5
6659,1.44
6660,-0.29
6661,-0.04
6662,0.47
6663,-0.3
6664,2.74
6665,-0.19
6666,0.42
6667,0.17
6668,1.01
6669,1.31
6670,0.43
6671,-0.49
6672,-1.3
6673,4.0
6674,4.0
6675,2.32
6676,4.0
6677,-0.58
6678,2.41
6679,4.0
6680,-0.19
6681,4.0
6682,4.0
6683,4.0
6684,-0.43
6685,4.0
6686,4.0
6687,4.0
6688,2.49
6689,0.25
6690,2.5
6691,2.0
6692,0.0
6693,1.22
6694,0.59
6695,1.23
6696,-0.32
6697,0.55
6698,1.29
6699,1.06
6700,0.88
6701,-0.03
6702,-0.3
6703,0.42
6704,0.54
6705,1.25
6706,1.97
6707,1.03
6708,0.1
6709,3.08
6710,1.06
6711,0.47
6712,0.11
6713,0.5
6714,4.0
6715,0.58
6716,0.66
6717,1.38
6718,-0.49
6719,0.21
6720,-0.22
6721,0.5
6722,-0.55
6723,-0.22
6724,0.35
6725,-0.15
6726,-0.56
6727,-0.72
6728,-0.25
6729,-0.1
6730,-0.11
6731,-0.65
6732,0.13
6733,-0.2
6734,-0.41
6735,-0.51
6736,-0.21
6737,0.45
6738,-0.02
6739,-0.64
6740,0.35
6741,-0.45
6742,-0.23
6743,0.06
6744,-0.32
6745,-0.01
6746,0.99
6747,-1.07
6748,-0.33
6749,-0.57
6750,-0.25
6751,-0.53
6752,-0.69
6753,-0.57
6754,-0.1
6755,-0.56
6756,-0.27
6757,0.01
6758,-0.07
6759,-0.72
6760,-0.31
6761,-0.58
6762,-0.44
6763,1.23
6764,-0.61
6765,-0.91
6766,-0.36
6767,-0.19
6768,-0.23
6769,-0.25
6770,0.44
6771,4.0
6772,0.78
6773,0.22
6774,1.16
6775,4.0
6776,-0.19
6777,-0.17
6778,-0.39
6779,0.58
6780,4.0
6781,-0.45
6782,4.0
6783,0.72
6784,0.48
6785,-0.19
6786,0.48
6787,0.34
6788,2.05
6789,1.36
6790,-1.04
6791,1.23
6792,-0.74
6793,-1.08
6794,0.21
6795,-0.49
6796,0.21
6797,4.0
6798,0.17
6799,-0.77
6800,-0.18
6801,-0.48
6802,0.27
6803,-0.82
6804,0.45
6805,1.33
6806,1.09
6807,-0.34
6808,0.23
6809,-0.82
6810,1.52
6811,-0.55
6812,0.05
6813,-0.38
6814,4.0
6815,-1.17
6816,-0.76
6817,0.29
6818,1.17
6819,1.35
6820,-0.46
6821,0.28
6822,0.68
6823,0.25
6824,-1.26
6825,0.28
6826,-0.28
6827,-0.99
6828,-0.6
6829,-0.34
6830,-0.09
6831,1.23
6832,-0.14
6833,-0.24
6834,0.06
6835,-0.42
6836,-0.63
6837,-1.78
6838,2.01
6839,4.0
6840,4.0
6841,0.47
6842,4.0
6843,4.0
6844,1.34
6845,4.0
6846,0.68
6847,4.0
6848,1.65
6849,4.0
6850,-0.72
6851,4.0
6852,4.0
6853,1.25
6854,2.76
6855,1.4
6856,3.11
6857,2.79
6858,-0.26
6859,4.0
6860,1.59
6861,-0.97
6862,2.76
6863,-0.5
6864,4.0
6865,2.88
6866,1.54
6867,2.07
6868,1.79
6869,1.14
6870,-0.08
6871,0.02
6872,-0.59
6873,-0.16
6874,-0.75
6875,-1.0
6876,-0.11
6877,-0.04
6878,-0.68
6879,-1.04
6880,-0.85
6881,-0.18
6882,4.0
6883,-0.84
6884,-0.33
6885,-0.76
6886,-0.48
6887,-0.42
6888,-0.93
6889,-0.36
6890,1.12
6891,0.0
6892,-1.01
6893,0.94
6894,-0.7
6895,-0.57
6896,-1.02
6897,-0.95
6898,-0.3
6899,3.69
6900,-0.94
6901,-0.42
6902,-0.22
6903,-0.08
6904,-0.48
6905,-0.78
6906,0.28
6907,-0.19
6908,0.01
6909,-0.35
6910,0.85
6911,-0.24
6912,-0.56
6913,-0.45
6914,-0.95
6915,-0.37
6916,1.45
6917,-0.29
6918,-0.64
6919,0.04
6920,0.61
6921,-0.13
6922,-0.21
6923,-0.16
6924,-0.05
6925,-0.38
6926,0.32
6927,0.42
6928,0.2
6929,-0.11
6930,-0.58
6931,-0.14
6932,-0.5
6933,0.01
6934,-0.61
6935,-0.39
6936,-0.2
6937,-0.32
6938,0.13
6939,0.39
6940,-0.24
6941,-0.46
6942,-0.46
6943,-0.76
6944,0.01
6945,-0.42
6946,-0.56
6947,-0.35
6948,-0.38
6949,-0.39
6950,-0.17
6951,1.03
6952,-0.59
6953,-0.39
6954,-0.3
6955,-0.54
6956,-0.3
6957,-0.26
6958,1.04
6959,0.23
6960,-1.85
6961,1.21
6962,-0.51
6963,-1.01
6964,-0.32
6965,-0.97
6966,-0.7
6967,0.14
6968,1.99
6969,-0.33
6970,-0.55
6971,-0.01
6972,-0.5
6973,-1.31
6974,0.21
6975,0.32
6976,-0.33
6977,-0.68
6978,1.05
6979,0.05
6980,-0.06
6981,0.08
6982,0.07
6983,-0.06
6984,0.13
6985,2.08
6986,-0.28
6987,-0.21
6988,-0.39
6989,-0.18
6990,-0.71
6991,-0.22
6992,1.79
6993,0.67
6994,-0.56
6995,1.74
6996,0.42
6997,-0.84
6998,0.95
6999,-0.8
7000,-0.62
7001,0.87
7002,4.0
7003,0.59
7004,0.44
7005,0.78
7006,-0.39
7007,-0.16
7008,-0.85
7009,-0.23
7010,-0.62
7011,-0.39
7012,-0.17
7013,-0.67
7014,0.35
7015,0.08
7016,0.06
7017,-0.2
7018,-0.02
7019,-0.47
7020,-0.03
7021,-0.51
7022,0.1
7023,-0.1
7024,0.47
7025,0.55
7026,-0.13
7027,-0.3
7028,0.67
7029,0.13
7030,-1.0
7031,-0.31
7032,-0.54
7033,-1.0
7034,0.14
7035,-0.09
7036,-0.06
7037,-1.31
7038,-0.15
7039,-0.4
7040,0.06
7041,-0.27
7042,-0.09
7043,0.18
7044,-0.31
7045,-0.52
7046,-0.21
7047,-0.07
7048,0.11
7049,0.0
7050,4.0
7051,-0.22
7052,-0.11
7053,-0.36
7054,0.1
7055,-0.4
7056,0.86
7057,0.84
7058,0.35
7059,0.69
7060,0.91
7061,0.47
7062,0.33
7063,0.03
7064,-0.21
7065,0.45
7066,-0.07
7067,4.0
7068,0.39
7069,0.47
7070,-0.18
7071,0.5
7072,0.83
7073,1.1
7074,3.31
7075,0.76
7076,4.0
7077,2.48
7078,2.16
7079,0.3
7080,1.38
7081,1.05
7082,0.98
7083,2.19
7084,4.0
7085,1.03
7086,1.85
7087,0.62
7088,0.5
7089,1.64
7090,1.18
7091,1.7
7092,0.25
7093,4.0
7094,0.27
7095,0.7
7096,0.33
7097,0.36
7098,0.19
7099,0.98
7100,0.66
7101,0.24
7102,0.64
7103,0.3
7104,0.48
7105,-0.34
7106,4.0
7107,0.04
7108,0.13
7109,-0.35
7110,0.23
7111,0.14
7112,-0.42
7113,-0.46
7114,-0.76
7115,-1.1
7116,-0.19
7117,-0.19
7118,-0.54
7119,-0.54
7120,-0.41
7121,-0.52
7122,-0.5
7123,-0.27
7124,-0.51
7125,-0.44
7126,-0.13
7127,-0.64
7128,-0.14
7129,0.22
7130,-0.12
7131,-0.59
7132,0.91
7133,-0.16
7134,-0.68
7135,-0.33
7136,-0.29
7137,-0.14
7138,0.22
7139,-0.38
7140,-0.44
7141,0.17
7142,-0.41
7143,-0.19
7144,1.18
7145,3.41
7146,0.27
7147,-0.67
7148,2.29
7149,1.57
7150,-0.91
7151,1.96
7152,-0.27
7153,0.27
7154,4.0
7155,2.31
7156,1.52
7157,2.04
7158,1.7
7159,1.28
7160,0.42
7161,0.1
7162,2.67
7163,4.0
7164,1.64
7165,4.0
7166,4.0
7167,-0.26
7168,4.0
7169,0.08
7170,0.68
7171,4.0
7172,-0.42
7173,2.91
7174,4.0
7175,1.54
7176,1.68
7177,1.73
7178,1.77
7179,4.0
7180,1.74
7181,-0.29
7182,3.46
7183,1.44
7184,0.14
7185,1.53
7186,0.72
7187,0.6
7188,1.95
7189,4.0
7190,1.34
7191,1.72
7192,2.09
7193,1.64
7194,0.44
7195,4.0
7196,4.0
7197,4.0
7198,-0.55
7199,1.44
7200,4.0
7201,3.29
7202,-0.88
7203,3.31
7204,2.6
7205,4.0
7206,4.0
7207,4.0
7208,1.22
7209,4.0
7210,4.0
7211,4.0
7212,4.0
7213,1.05
7214,4.0
7215,0.05
7216,4.0
7217,4.0
7218,2.24
7219,3.12
7220,1.79
7221,2.49
7222,4.0
7223,4.0
7224,4.0
7225,2.22
7226,2.97
7227,4.0
7228,2.53
7229,-1.39
7230,-1.41
7231,-2.1
7232,-1.05
7233,-0.94
7234,-0.35
7235,-1.39
7236,0.15
7237,-0.95
7238,0.4
7239,1.01
7240,-1.44
7241,-0.39
7242,0.93
7243,-1.5
7244,-1.8
7245,-1.4
7246,-3.8
7247,-1.8
7248,-2.2
7249,-0.35
7250,-2.3
7251,0.4
7252,1.0
7253,0.4
7254,0.0
7255,0.8
7256,-0.8
7257,-0.9
7258,-0.9
7259,-2.5
7260,-0.6
7261,-1.6
7262,-3.01
7263,-2.1
7264,-1.75
7265,-0.84
7266,0.54
7267,-0.89
7268,-1.0
7269,-2.3
7270,2.44
7271,-1.0
7272,-1.0
7273,-1.0
7274,-0.2
7275,0.7
7276,-0.5
7277,0.6
7278,-0.6
7279,1.2
7280,-0.4
7281,0.3
7282,0.2
7283,0.3
7284,0.47
7285,-0.98
7286,0.21
7287,-1.18
7288,3.11
7289,1.38
7290,-1.1
7291,2.6
7292,0.4
7293,2.5
7294,2.6
7295,2.2
7296,0.1
7297,0.46
7298,2.81
7299,1.48
7300,0.97
7301,0.6
7302,-0.19
7303,1.46
7304,-0.16
7305,0.57
7306,0.4
7307,-0.31
7308,0.32
7309,-1.38
7310,-1.94
7311,-1.93
7312,-2.35
7313,-0.89
7314,0.76
7315,0.97
7316,0.19
7317,0.77
7318,1.12
7319,0.81
7320,2.84
7321,0.36
7322,3.56
7323,0.16
7324,0.21
7325,1.35
7326,3.91
7327,2.55
7328,2.89
7329,2.93
7330,3.02
7331,1.68
7332,-0.41
7333,1.1
7334,0.5
7335,-0.1
7336,-1.1
7337,0.9
7338,0.0
7339,3.76
7340,3.39
7341,3.17
7342,0.77
7343,1.2
7344,0.26
7345,0.62
7346,2.08
7347,1.6
7348,1.77
7349,-0.94
7350,4.9
7351,3.6
7352,4.08
7353,3.67
7354,4.73
7355,3.54
7356,4.87
7357,3.07
7358,0.93
7359,-1.24
7360,0.14
7361,-0.74
7362,-0.3
7363,-0.8
7364,-1.0
7365,0.1
7366,-2.0
7367,-0.9
7368,0.8
7369,-0.9
7370,0.1
7371,-0.6
7372,-0.8
7373,1.6
7374,-1.8
7375,-0.8
7376,-1.0
7377,0.4
7378,0.4
7379,0.4
7380,-0.2
7381,0.43
7382,0.44
7383,2.2
7384,1.9
7385,-0.2
7386,4.38
7387,1.79
7388,0.8
7389,2.85
7390,2.2
7391,0.08
7392,2.99
7393,4.81
7394,2.2
7395,0.43
7396,-0.6
7397,3.2
7398,3.3
7399,2.7
7400,2.2
7401,2.1
7402,4.2
7403,0.44
7404,0.7
7405,0.67
7406,1.18
7407,1.92
7408,2.78
7409,3.8
7410,2.58
7411,4.87
7412,1.95
7413,1.09
7414,2.85
7415,1.3
7416,2.37
7417,2.03
7418,3.5
7419,3.54
7420,0.5
7421,0.29
7422,0.27
7423,1.0
7424,1.0
7425,1.3
7426,-1.3
7427,2.36
7428,1.36
7429,1.8
7430,1.5
7431,-0.25
7432,0.06
7433,0.06
7434,0.36
7435,0.53
7436,0.04
7437,1.08
7438,0.35
7439,-0.55
7440,0.45
7441,-0.21
7442,0.43
7443,0.37
7444,0.47
7445,0.12
7446,0.4
7447,0.82
7448,1.0
7449,-1.6
7450,3.68
7451,3.65
7452,2.93
7453,3.02
7454,2.29
7455,3.43
7456,2.94
7457,3.52
7458,2.9
7459,0.22
7460,3.27
7461,0.6
7462,0.4
7463,0.8
7464,1.5
7465,1.3
7466,0.6
7467,0.7
7468,0.2
7469,1.4
7470,1.6
7471,-0.5
7472,-0.05
7473,-0.09
7474,1.74
7475,2.46
7476,1.27
7477,0.0
7478,1.91
7479,0.02
7480,0.18
7481,1.34
7482,0.61
7483,1.59
7484,0.21
7485,-0.31
7486,1.2
7487,0.1
7488,-1.3
7489,1.15
7490,-1.23
7491,0.44
7492,0.56
7493,0.33
7494,0.9
7495,0.26
7496,0.72
7497,0.46
7498,0.32
7499,1.05
7500,1.1
7501,1.58
7502,2.08
7503,3.04
7504,0.68
7505,1.08
7506,1.65
7507,1.98
7508,1.56
7509,2.26
7510,0.2
7511,0.2
7512,1.7
7513,2.0
7514,2.8
7515,1.9
7516,2.3
7517,-0.2
7518,1.73
7519,0.0
7520,2.87
7521,0.1
7522,2.16
7523,2.64
7524,2.59
7525,1.96
7526,2.31
7527,2.3
7528,2.52
7529,1.98
7530,1.2
7531,0.97
7532,0.62
7533,0.4
7534,-0.4
7535,0.66
7536,0.25
7537,0.27
7538,1.18
7539,2.36
7540,1.43
7541,2.03
7542,2.01
7543,0.91
7544,0.99
7545,-0.57
7546,1.8
7547,1.62
7548,0.41
7549,0.5
7550,1.9
7551,0.38
7552,0.98
7553,0.46
7554,1.05
7555,0.75
7556,2.41
